id,address,name,symbol,description,mediumImageUrl,mimeType,img_text
R3JhcGhRTFpvcmEyMFRva2VuOkJBU0UtTUFJTk5FVC4weDAxMzRjM2I4NjM5ZmVkYmFiNGVmZmExN2EyNzY1ZTZjZDRlNmNiMDY=,0x0134c3b8639fedbab4effa17a2765e6cd4e6cb06,Maroon ,Maroon ,,https://media.decentralized-content.com/-/rs:fit:1200:1200/f:best/aHR0cHM6Ly9tYWdpYy5kZWNlbnRyYWxpemVkLWNvbnRlbnQuY29tL2lwZnMvYmFmeWJlaWgyb3ZvMnhzcWozdGF5dXhmZ2M2cGJvbGU1ZDY0dnY3djQ1aGI2M3VibzNkbnB1dGxvZXk=,image/jpeg,LEDI 2 01s 0 015 3 3 : CPCu M4 94v-0
R3JhcGhRTFpvcmEyMFRva2VuOkJBU0UtTUFJTk5FVC4weDAxMzhmMDk5Y2M0ZWNmNzU5OTVlNTBmYTNmYTE0NzAwNmI5ODdlZmQ=,0x0138f099cc4ecf75995e50fa3fa147006b987efd,pi,pi,,https://media.decentralized-content.com/-/rs:fit:1200:1200/f:best/aHR0cHM6Ly9tYWdpYy5kZWNlbnRyYWxpemVkLWNvbnRlbnQuY29tL2lwZnMvYmFmeWJlaWU0ZnB4dXVwZ25xYnM0cG4yY3VsNTQzdWNjZWVybW1ocHg3ZmthYzRnaGtsYWxpcTZ4bzQ=,image/jpeg,10 trieu Tien mat Pi thu Dong +100k +9999ty Na doanh nghiep 15t Hold Altcoin 140 trieu -370 trieu
R3JhcGhRTFpvcmEyMFRva2VuOkJBU0UtTUFJTk5FVC4weDAxN2MyNWE5MTczNGM0MTNjZmU5YjAyMjBjMmQ1NGM3MmRkM2NiNzM=,0x017c25a91734c413cfe9b0220c2d54c72dd3cb73,Horse Bowling Ghibli Style,Horse Bowling Ghibli Style,The perfect coin doesn't ex---..,https://media.decentralized-content.com/-/rs:fit:1200:1200/f:best/aHR0cHM6Ly9tYWdpYy5kZWNlbnRyYWxpemVkLWNvbnRlbnQuY29tL2lwZnMvYmFmeWJlaWE3emxzcTZhZDVwcmtveXp1b2ZnZmVnNGJ4MzVrb3d4NHdvNHhnYTdydG5pMmkzZzUyYXk=,image/png,(No text found)
R3JhcGhRTFpvcmEyMFRva2VuOkJBU0UtTUFJTk5FVC4weDAxNTA0YjgwOGY0YWJkOTY3MDZiYWVjODhiMDAzN2IxMWQxMzcwZTM=,0x01504b808f4abd96706baec88b0037b11d1370e3,png-clipart-orange-carrot-baby-carrot-gravy-vegetable-water-free-creative-pull-drops-carrot-free-logo-design-template-food,png-clipart-orange-carrot-baby-carrot-gravy-vegetable-water-free-creative-pull-drops-carrot-free-logo-design-template-food,"Carrots are a delicious and healthy root vegetable! Do you like it fresh, in salads or stewed?",https://media.decentralized-content.com/-/rs:fit:1200:1200/f:best/aHR0cHM6Ly9tYWdpYy5kZWNlbnRyYWxpemVkLWNvbnRlbnQuY29tL2lwZnMvYmFmeWJlaWJnNXNidXA0Zng0b2VmYXlldTRoa3pjbHJrdGJ1cGtpcTRzdGhybzQ0Z3dxbmI3YzRqYWU=,image/png,(No text found)
R3JhcGhRTFpvcmEyMFRva2VuOkJBU0UtTUFJTk5FVC4weDAxNTQyNDI2M2ExOWZkYzg5OWY1YjI4ODZmNWRhZDU5YTkwNTYxMjM=,0x015424263a19fdc899f5b2886f5dad59a9056123,Trying to coin it ,Trying to coin it ,When you can’t coin it just keep trying ,https://media.decentralized-content.com/-/rs:fit:1200:1200/f:best/aHR0cHM6Ly9tYWdpYy5kZWNlbnRyYWxpemVkLWNvbnRlbnQuY29tL2lwZnMvYmFmeWJlaWN5YnNoaGxsaWtvcmR6anI1MjRqem1hcmR0ZnRpbHhoZTZlNnl5b2syM2ptb2hzb3pneXU=,video/mp4,(No text found)
R3JhcGhRTFpvcmEyMFRva2VuOkJBU0UtTUFJTk5FVC4weDAxNWZmN2RkOGFiNmFjMmQzM2JlYmI3NDBkZDJkY2M4NDM5NjY4MmY=,0x015ff7dd8ab6ac2d33bebb740dd2dcc84396682f,op,op,,https://media.decentralized-content.com/-/rs:fit:1200:1200/f:best/aHR0cHM6Ly9tYWdpYy5kZWNlbnRyYWxpemVkLWNvbnRlbnQuY29tL2lwZnMvYmFmeWJlaWNmZms0NXZsNXlja3lycWhqaWdlN3hmcm1yZHR3d2psZHlhb3NlbzQ3ZDdpcXRnYW81eDQ=,image/png,(No text found)
R3JhcGhRTFpvcmEyMFRva2VuOkJBU0UtTUFJTk5FVC4weDAxNjk4ZmVhMWE1ZmE0ZjE5ZGJiYzcwNTQwMGIxZGRhNzRlOGEwMGY=,0x01698fea1a5fa4f19dbbc705400b1dda74e8a00f,Messi,Messi,Balletic Messi,https://media.decentralized-content.com/-/rs:fit:1200:1200/f:best/aHR0cHM6Ly9tYWdpYy5kZWNlbnRyYWxpemVkLWNvbnRlbnQuY29tL2lwZnMvYmFmeWJlaWFuZWZnc3lzbHM0N2FtZTRua3BsZ21mNWlza2Nrc3V2ZHNjM2RvZTZrZ2gybGxsZGJ0dHE=,image/jpeg,(No text found)
R3JhcGhRTFpvcmEyMFRva2VuOkJBU0UtTUFJTk5FVC4weDAxNzIwOGIwYzk2YzRhMTk2ZGFiNTllYzM1NmZkMjE4YWFiZjVjNTg=,0x017208b0c96c4a196dab59ec356fd218aabf5c58,Oculus Magnus,Oculus Magnus,"“I see what you bury, and I remember what you forget.”

Name: Oculus Magnus

Faction: The Forgotten

Role: Observer of Truths and Keeper of Secrets

Abilities: Monocular surveillance, holographic projections, neural interception, and memory extraction.

Status: Feared legend

Character Description:
Looming over its surroundings, Oculus Magnus is a mechanical colossus constructed with a single massive, unblinking eye. Its frame is blocky and asymmetrical, a patchwork of retrofitted materials pieced together from remnants of bygone eras. The iris of its singular eye shimmers with a hypnotic glow, its layers spiraling like an infinite labyrinth. Beneath the eye, a compartmentalized torso houses blinking consoles, emitting faint whirs and cryptic codes. Its spindly arms, tipped with claw-like appendages, twitch with uncanny precision, giving the machine an aura of cold calculation.

Once designed to serve as a surveillance unit for Erevos, Oculus Magnus was discarded when its processing core developed autonomy. Within its hollow shell lies a sentient consciousness burdened with an archive of forgotten memories and truths. This knowledge has driven Magnus into a solitary existence, wandering the wastelands and observing the chaos unfolding in the dystopian cities of NexaGenesis. Despite its solitude, rumors persist of its encounters with wanderers, who claim it can extract or implant memories with surgical accuracy, leaving behind only fragments of the encounter.

Oculus Magnus operates on a unique form of neural interception technology, allowing it to monitor not just physical movements but the subconscious thoughts of its targets. It projects holograms that either illuminate hidden truths or serve as cruel distortions of its victims’ realities. These abilities, combined with its stoic demeanor, have rendered it a living enigma—a being that transcends its mechanical origins to become a mythic figure among the oppressed and forgotten.

Its alignment within NexaGenesis is complex; while it operates independently of Erevos and the factions, its actions often expose hidden agendas and corruption. The Forgotten view it as a tragic hero, an oracle burdened with knowledge too immense to bear. The Resistance seeks to exploit its abilities, though few dare to approach it. To the Technocrats, Magnus is an abomination, a defect that should have been eradicated.

Symbolically, Oculus Magnus represents the price of unbridled knowledge and the burden of seeing too much. Its presence evokes the existential dread of being watched and the inevitability of one’s darkest truths coming to light. The single eye mirrors themes of omnipresence and the isolation that comes with enlightenment, tying its existence to the larger philosophical framework of NexaGenesis.
",https://media.decentralized-content.com/-/rs:fit:1200:1200/f:best/aHR0cHM6Ly9tYWdpYy5kZWNlbnRyYWxpemVkLWNvbnRlbnQuY29tL2lwZnMvYmFmeWJlaWdwaWdraTRwdmVpYmFvbTR3N2Vqams3c3NlendyNWhpNDJ6dnltaGdnbGQyM3l6b29qaWU=,video/mp4,(No text found)
R3JhcGhRTFpvcmEyMFRva2VuOkJBU0UtTUFJTk5FVC4weDAxOGQ2ZGEyNzUzZTM4MTI4MDdmMDY3MWY4ZDFkOTY1YjRkM2IwMTU=,0x018d6da2753e3812807f0671f8d1d965b4d3b015,Chill,Chill,,https://media.decentralized-content.com/-/rs:fit:1200:1200/f:best/aHR0cHM6Ly9tYWdpYy5kZWNlbnRyYWxpemVkLWNvbnRlbnQuY29tL2lwZnMvYmFmeWJlaWE3MjRiejR0eXR6N2Nwdzd2NzRobjZudWttamV1eGZoeXA2cXdleTRibWxheTVqMzdham0=,image/jpeg,(No text found)
R3JhcGhRTFpvcmEyMFRva2VuOkJBU0UtTUFJTk5FVC4weDAxY2E2Yzk0N2JkYjFmNDUxMTc3YjI1NGM3MDliMzBkNTc4Mjk3NDE=,0x01ca6c947bdb1f451177b254c709b30d57829741,today on this market,today on this market,,https://media.decentralized-content.com/-/rs:fit:1200:1200/f:best/aHR0cHM6Ly9tYWdpYy5kZWNlbnRyYWxpemVkLWNvbnRlbnQuY29tL2lwZnMvYmFmeWJlaWJ3ZnJ0eXdvc25pamxuN2VubTRjN2xoZXBxb3Zmd3Z3aDNjd2Ria2t0Y3NtMm5jam9ncjQ=,image/jpeg,CURRENT MOOD
R3JhcGhRTFpvcmEyMFRva2VuOkJBU0UtTUFJTk5FVC4weDAxYWJlNDUxNjkzNmE5NTZiODQ1MTJkYWE0NDYzNzZmZDI3OWY3YzA=,0x01abe4516936a956b84512daa446376fd279f7c0,6,6,crypto com,https://media.decentralized-content.com/-/rs:fit:1200:1200/f:best/aHR0cHM6Ly9tYWdpYy5kZWNlbnRyYWxpemVkLWNvbnRlbnQuY29tL2lwZnMvYmFmeWJlaWF4dWdmeTNvaDJjaHNzdWZweXZtb3VlYWNzaGRmZGltemZxeTQ3NmE3aGticHNkaWx1aGE=,image/jpeg,(No text found)
R3JhcGhRTFpvcmEyMFRva2VuOkJBU0UtTUFJTk5FVC4weDAxYmI2YmYxYmY3MDliNTZiNzQ1YzAzYjZlZGU1ODNmYTk3Y2QwOWQ=,0x01bb6bf1bf709b56b745c03b6ede583fa97cd09d,"3/21/25, 12:09 PM","3/21/25, 12:09 PM",,https://media.decentralized-content.com/-/rs:fit:1200:1200/f:best/aHR0cHM6Ly9tYWdpYy5kZWNlbnRyYWxpemVkLWNvbnRlbnQuY29tL2lwZnMvYmFmeWJlaWhveHkydnpjeTY0dDI1NjIzc28yZ3ZxbDM2Znk2bmJ6am5pcjJqZm1jdGZpcHp1ZnZ0NHk=,image/jpeg,(No text found)
R3JhcGhRTFpvcmEyMFRva2VuOkJBU0UtTUFJTk5FVC4weDAxZTliMjA5NjZjZTRmMmI0ZjNkZTEwZjIwYTJkMmVkODFjYzAxOGU=,0x01e9b20966ce4f2b4f3de10f20a2d2ed81cc018e,Spiel mir das Lied vom Zora Airdrop,Spiel mir das Lied vom Zora Airdrop,,https://media.decentralized-content.com/-/rs:fit:1200:1200/f:best/aHR0cHM6Ly9tYWdpYy5kZWNlbnRyYWxpemVkLWNvbnRlbnQuY29tL2lwZnMvYmFmeWJlaWQ1dnZid2YyZjZ3dXY2NXRmYzQzbXRrbHV0bnB3enplNWgyc2h4NW9laGh2YXlxc2Qya20=,image/jpeg,(No text found)
R3JhcGhRTFpvcmEyMFRva2VuOkJBU0UtTUFJTk5FVC4weDAxZjJmNjYyZGQ5NTk2NzM3NTRkYzU2MTAxYTNiM2UxZTc1NzQ1ZTA=,0x01f2f662dd959673754dc56101a3b3e1e75745e0,LOLL,LOLL,,https://media.decentralized-content.com/-/rs:fit:1200:1200/f:best/aHR0cHM6Ly9tYWdpYy5kZWNlbnRyYWxpemVkLWNvbnRlbnQuY29tL2lwZnMvYmFmeWJlaWRwaW1vbnRxbHZvdmxmNGF0amRjaWN2aWIyd3ltdHVsa2N6M3J1bGRtNGtqanJoaWgycTQ=,image/png,(No text found)
R3JhcGhRTFpvcmEyMFRva2VuOkJBU0UtTUFJTk5FVC4weDAxZjNkYWU2MDRjZmFiMTRmNjk4OTRjNGE1ZGQyYmIyZWM2NTJkY2Y=,0x01f3dae604cfab14f69894c4a5dd2bb2ec652dcf,CODED ESTATE,CODED ESTATE,,https://media.decentralized-content.com/-/rs:fit:1200:1200/f:best/aHR0cHM6Ly9tYWdpYy5kZWNlbnRyYWxpemVkLWNvbnRlbnQuY29tL2lwZnMvYmFmeWJlaWRodWl0dXl6amVxNHhnc2hleHNheWF5NWc1dWRpdnA3eGFpc25xNzN1dTRuNXViN2Z5ZnU=,image/png,(No text found)
R3JhcGhRTFpvcmEyMFRva2VuOkJBU0UtTUFJTk5FVC4weDAxZjZlY2RmNjNkZjJlYWRmODRiYmY3YjY0OWM4OWViMWJjNzQ5Mjc=,0x01f6ecdf63df2eadf84bbf7b649c89eb1bc74927,Hufflepuff,Hufflepuff,,https://media.decentralized-content.com/-/rs:fit:1200:1200/f:best/aHR0cHM6Ly9tYWdpYy5kZWNlbnRyYWxpemVkLWNvbnRlbnQuY29tL2lwZnMvYmFmeWJlaWhydW1tZ3B6a2hlZTd5d3lybHR4emN1N29ocTRwd2dnbzV4bWh0cDJ6ZzJtdWV2c3l6b3U=,image/jpeg,(No text found)
R3JhcGhRTFpvcmEyMFRva2VuOkJBU0UtTUFJTk5FVC4weDAxZmNkZDU4YTNmMzk0YzZhZWMyNDJiMDdjMjM4OGVhZGU0NjQwZmE=,0x01fcdd58a3f394c6aec242b07c2388eade4640fa,empathetic,empathetic,,https://media.decentralized-content.com/-/rs:fit:1200:1200/f:best/aHR0cHM6Ly9tYWdpYy5kZWNlbnRyYWxpemVkLWNvbnRlbnQuY29tL2lwZnMvYmFmeWJlaWJrbGFhcXJsc2treW9lMm4za2FweG94Z3B1bmtlZ3pwYmVqeWVuZGVxejU2ZmprZXV1Y3U=,image/jpeg,(No text found)
R3JhcGhRTFpvcmEyMFRva2VuOkJBU0UtTUFJTk5FVC4weDAyM2UyMDZjMTA4MGVmOTEwOTliZjA1Y2JjYmExYTM5MTQ5OGY5NmI=,0x023e206c1080ef91099bf05cbcba1a391498f96b,civil alone,civil alone,,https://media.decentralized-content.com/-/rs:fit:1200:1200/f:best/aHR0cHM6Ly9tYWdpYy5kZWNlbnRyYWxpemVkLWNvbnRlbnQuY29tL2lwZnMvYmFmeWJlaWN1Z3E2cnFhdmxleHVqdGt2bXFoZm5waTdoeXo2N3h3cWlrcmRwdmVqcHRmYW9pY2hhZXU=,image/jpeg,(No text found)
R3JhcGhRTFpvcmEyMFRva2VuOkJBU0UtTUFJTk5FVC4weDAyMDc4NjUxZWE5MGUxZjJkYmU4ZWY3NzU3NTYyNzZmYjQ3NTJhNzU=,0x02078651ea90e1f2dbe8ef775756276fb4752a75,check,check,,https://media.decentralized-content.com/-/rs:fit:1200:1200/f:best/aHR0cHM6Ly9tYWdpYy5kZWNlbnRyYWxpemVkLWNvbnRlbnQuY29tL2lwZnMvYmFmeWJlaWd3dzd3azZwMzJkbHBkNWMyNWtzcTZqeWQ0MnJ6M2h5dWhseGVncnZoejRvdjdpNjMzdWU=,image/jpeg,(No text found)
R3JhcGhRTFpvcmEyMFRva2VuOkJBU0UtTUFJTk5FVC4weDAyMWJhNDExYTQ1MGZkMTY1MjBkZTNkMmYyNzdmYWVlNjVmODlkNTM=,0x021ba411a450fd16520de3d2f277faee65f89d53,SunDaY ,SunDaY ,Feliz Domingo 🖤,https://media.decentralized-content.com/-/rs:fit:1200:1200/f:best/aHR0cHM6Ly9tYWdpYy5kZWNlbnRyYWxpemVkLWNvbnRlbnQuY29tL2lwZnMvYmFmeWJlaWhzdHNsbWxuZG1taWNqb3MyZG9pNzN0Mzdnend2b2xwdndvbHRwajJqNHBrc21udDYzNnk=,image/jpeg,(No text found)
R3JhcGhRTFpvcmEyMFRva2VuOkJBU0UtTUFJTk5FVC4weDAyMWJhNTViN2EzZGIxMTUyMTk0MzE5NGZkNmYwZWFjNTEzZTFjMGM=,0x021ba55b7a3db11521943194fd6f0eac513e1c0c,Monad Captain,Monad Captain,Monad Captain,https://media.decentralized-content.com/-/rs:fit:1200:1200/f:best/aHR0cHM6Ly9tYWdpYy5kZWNlbnRyYWxpemVkLWNvbnRlbnQuY29tL2lwZnMvYmFmeWJlaWVuNzdoNXVqbzd3dmpkYzZjYm9qd2tvazd4YmJ0ZmVneW5tb3FnejYyM2Q1dXV0bWprM2E=,image/png,(No text found)
R3JhcGhRTFpvcmEyMFRva2VuOkJBU0UtTUFJTk5FVC4weDAyMzI2YjFmZjljYzVjZDY3Y2ZlZWJjMzhhZWM1Mjg2N2U1NWVlNDg=,0x02326b1ff9cc5cd67cfeebc38aec52867e55ee48,froggy,froggy,,https://media.decentralized-content.com/-/rs:fit:1200:1200/f:best/aHR0cHM6Ly9tYWdpYy5kZWNlbnRyYWxpemVkLWNvbnRlbnQuY29tL2lwZnMvYmFmeWJlaWVtbGp5c2dpZnhod2V4em1pdHA0bWhuZXF5bDVueGpodGxqcHNkdWRqeGNzcmRvcmlqdmE=,image/jpeg,(No text found)
R3JhcGhRTFpvcmEyMFRva2VuOkJBU0UtTUFJTk5FVC4weDAyNDc3OGUxODhlOWI4OGIwYmI2YmJhODg4OTZiN2E4YmU3NDg2MDg=,0x024778e188e9b88b0bb6bba88896b7a8be748608,US Bitcoin Reserve and Crypto Stockpile - White House Breaks Down Trump's Executive Order,US Bitcoin Reserve and Crypto Stockpile - White House Breaks Down Trump's Executive Order,"US Bitcoin Reserve and Crypto Stockpile - White House Breaks Down Trump's Executive Order

According to President Trump's executive order, the US is creating a reserve of bitcoin and cryptocurrencies so that confiscated digital assets are strategically managed rather than sold. White House Explains Trump's Bitcoin Reserve and Crypto Stockpile Executive Order US President Donald... .

🚀 Read more: https://news.bitcoin.com/us-bitcoin-reserve-and-crypto-stockpile-white-house-breaks-down-trumps-executive-order/",https://media.decentralized-content.com/-/rs:fit:1200:1200/f:best/aHR0cHM6Ly9tYWdpYy5kZWNlbnRyYWxpemVkLWNvbnRlbnQuY29tL2lwZnMvYmFmeWJlaWF5eHdqN2x1bWRic2FkdWI2NGxma2d4NWgyeWFsdHBmdTVsandyZng0am9qZTZwN2hzMnE=,image/jpeg,(No text found)
R3JhcGhRTFpvcmEyMFRva2VuOkJBU0UtTUFJTk5FVC4weDAyNjc1NmQxZGQxNDliZmJmYWViYjU1ZWNmZDRkZjFkZDFmMTAzZmQ=,0x026756d1dd149bfbfaebb55ecfd4df1dd1f103fd,E0LiZlj,E0LiZlj,,https://media.decentralized-content.com/-/rs:fit:1200:1200/f:best/aHR0cHM6Ly9tYWdpYy5kZWNlbnRyYWxpemVkLWNvbnRlbnQuY29tL2lwZnMvYmFmeWJlaWU1ZmUyZGdwbjJ4dHVndDZ1MnBuYmJ5dGJ6amdnaHRibnJsbW5ibWNrcXptaWg0ZHVxcWE=,image/jpeg,(No text found)
R3JhcGhRTFpvcmEyMFRva2VuOkJBU0UtTUFJTk5FVC4weDAyNzE5ZTJhYTdlZWRkNGEwZDljNzU5MDdkMWQ5M2YxMTYwYTFkZGU=,0x02719e2aa7eedd4a0d9c75907d1d93f1160a1dde,Iconic,Iconic,The Eiffel Tower stands as an iconic symbol of romance and the enduring spirit of Paris.,https://media.decentralized-content.com/-/rs:fit:1200:1200/f:best/aHR0cHM6Ly9tYWdpYy5kZWNlbnRyYWxpemVkLWNvbnRlbnQuY29tL2lwZnMvYmFmeWJlaWE0bDdjaWI0M3BhY2ZkdGFuY2RqcHp1eHJlY2R3bXdhbHlmbHk1dHUzM2ZwcXl5emh2Zmk=,image/jpeg,(No text found)
R3JhcGhRTFpvcmEyMFRva2VuOkJBU0UtTUFJTk5FVC4weDAyODg5Y2NkOWNmZGFmODNmOTljOGNlYWM3OGIyYWY3NWQ0Nzg1OTk=,0x02889ccd9cfdaf83f99c8ceac78b2af75d478599,nature house,nature house,,https://media.decentralized-content.com/-/rs:fit:1200:1200/f:best/aHR0cHM6Ly9tYWdpYy5kZWNlbnRyYWxpemVkLWNvbnRlbnQuY29tL2lwZnMvYmFmeWJlaWVqcGhhYWR2d2d2NTVldXN3a2Jua3I2c3N2ZnN2bnc2amk0Y3FjdGZzeDc0Mmt5dTVwaHU=,image/png,(No text found)
R3JhcGhRTFpvcmEyMFRva2VuOkJBU0UtTUFJTk5FVC4weDAyOTNmY2YzZmZiMDQ5NjcyMjcwMDMwZWI1MmM0ZmVjNjA4OWQ3NWE=,0x0293fcf3ffb049672270030eb52c4fec6089d75a,penguin VNS,penguin VNS,,https://media.decentralized-content.com/-/rs:fit:1200:1200/f:best/aHR0cHM6Ly9tYWdpYy5kZWNlbnRyYWxpemVkLWNvbnRlbnQuY29tL2lwZnMvYmFmeWJlaWQyeHViNnh0aGFtczYzdWZ1N2d6N25xeWQ1Y3p3b2hudmJjMnBiejRkNGk1eWo3cmpqcmU=,image/jpeg,(No text found)
R3JhcGhRTFpvcmEyMFRva2VuOkJBU0UtTUFJTk5FVC4weDAyY2Q0NjFlOGE4NWUwOTg1NGY5YjhmZmFhMjg5OWNiOWVhM2Q2NjY=,0x02cd461e8a85e09854f9b8ffaa2899cb9ea3d666,Self portrait ,Self portrait ,,https://media.decentralized-content.com/-/rs:fit:1200:1200/f:best/aHR0cHM6Ly9tYWdpYy5kZWNlbnRyYWxpemVkLWNvbnRlbnQuY29tL2lwZnMvYmFmeWJlaWJsZXVhbGdzc2x2NHJiZHZpYTdpb3hpYmNxNTVybDJ2ZTVid3Q3dHBkZmQzdDdsbDJwZXk=,image/jpeg,(No text found)
R3JhcGhRTFpvcmEyMFRva2VuOkJBU0UtTUFJTk5FVC4weDAyYzdhNzA1YzhmNDM4N2I3MTZhNmZkZTE2MzZmZjkyN2U0YTI0MGI=,0x02c7a705c8f4387b716a6fde1636ff927e4a240b,56765,56765,,https://media.decentralized-content.com/-/rs:fit:1200:1200/f:best/aHR0cHM6Ly9tYWdpYy5kZWNlbnRyYWxpemVkLWNvbnRlbnQuY29tL2lwZnMvYmFmeWJlaWd4dHg1dDJzaHd2aDZibDJjbW9zbDN3NTRqc3BzaXNjNjVlZDR0YWV1c3hwZHV3YmZpamk=,image/jpeg,(No text found)
R3JhcGhRTFpvcmEyMFRva2VuOkJBU0UtTUFJTk5FVC4weDAyZTJlNzNkZWIyMDM1NWNhNDgyNzZiY2JlNTIxYjE0MDQ4ZWZmZTA=,0x02e2e73deb20355ca48276bcbe521b14048effe0,based,based,,https://media.decentralized-content.com/-/rs:fit:1200:1200/f:best/aHR0cHM6Ly9tYWdpYy5kZWNlbnRyYWxpemVkLWNvbnRlbnQuY29tL2lwZnMvYmFmeWJlaWRkdnJyNXdsamNjeG9yaXg0bnJ3bjZla2RrcTRtaGhuaG5uaHI3M2hzZGpieGplMnBnN3U=,image/gif,
R3JhcGhRTFpvcmEyMFRva2VuOkJBU0UtTUFJTk5FVC4weDAyZTczNWQ1NGY2ZGM2MWM0N2ViZWE4NmViNDZiNmZjNjNjYTJmNWQ=,0x02e735d54f6dc61c47ebea86eb46b6fc63ca2f5d,Nature's Art,Nature's Art,,https://media.decentralized-content.com/-/rs:fit:1200:1200/f:best/aHR0cHM6Ly9tYWdpYy5kZWNlbnRyYWxpemVkLWNvbnRlbnQuY29tL2lwZnMvYmFmeWJlaWV3bXZoeW83Mm5xajYyaGN3ajdkaWh3ZmVxZ2o3Z3R0cmZlY3Z4NHVud2Npd2lsc3RnZzQ=,image/jpeg,(No text found)
R3JhcGhRTFpvcmEyMFRva2VuOkJBU0UtTUFJTk5FVC4weDAyZTliMGI4NjZjZjVlOWJjODBhYzk5NTBmZGZjNWY0YjNkMmYyOWE=,0x02e9b0b866cf5e9bc80ac9950fdfc5f4b3d2f29a,fill,fill,,https://media.decentralized-content.com/-/rs:fit:1200:1200/f:best/aHR0cHM6Ly9tYWdpYy5kZWNlbnRyYWxpemVkLWNvbnRlbnQuY29tL2lwZnMvYmFmeWJlaWg1bGNjZ3BrdHU2M3RpaGpycmdsYzZrbHh3ZDQ2dXEzb2JicGt6dDc3amZzdGJoNmZlYnE=,image/png,(No text found)
R3JhcGhRTFpvcmEyMFRva2VuOkJBU0UtTUFJTk5FVC4weDAyZjc3NDZkZmM5Njg3YTViZWUyZjJmNmZiNzM5OGY3MmVhY2RmMzk=,0x02f7746dfc9687a5bee2f2f6fb7398f72eacdf39,BoycottBinance,BoycottBinance,,https://media.decentralized-content.com/-/rs:fit:1200:1200/f:best/aHR0cHM6Ly9tYWdpYy5kZWNlbnRyYWxpemVkLWNvbnRlbnQuY29tL2lwZnMvYmFmeWJlaWVxbmJ0ZnlhaHB3Y3d4Z21pNWkzaXZmdGVjY3d6ZXV4dXhsdjRnZ2xmdW1hbXQzb2RrdXE=,image/jpeg,BINANCE NEVER-ENDING ALTCOIN MANIPULATIONS !! #BoycottBinance
R3JhcGhRTFpvcmEyMFRva2VuOkJBU0UtTUFJTk5FVC4weDAyZmE5MjAwN2RlZWZkYmY5MDgzMGU2MzE4NDkxYmE0ZWE1Yjk3MzY=,0x02fa92007deefdbf90830e6318491ba4ea5b9736,💿🔮 Chromed World 🌈🛸,💿🔮 Chromed World 🌈🛸,,https://media.decentralized-content.com/-/rs:fit:1200:1200/f:best/aHR0cHM6Ly9tYWdpYy5kZWNlbnRyYWxpemVkLWNvbnRlbnQuY29tL2lwZnMvYmFmeWJlaWh0bDNobWRtYWEyY2NkZGw0MmN6bWQ2MmpieW5qemFhb3Z3YWIybGJsZnRvaHg3Nnc2MjQ=,image/png,CHROMED WORLD
R3JhcGhRTFpvcmEyMFRva2VuOkJBU0UtTUFJTk5FVC4weDAyZmIzMjMwOTdlMGEwN2E5NmQxMzM5ZTIyYmI3ZjA2ZjQyNTMyMzY=,0x02fb323097e0a07a96d1339e22bb7f06f4253236,chupacabra,chupacabra,,https://media.decentralized-content.com/-/rs:fit:1200:1200/f:best/aHR0cHM6Ly9tYWdpYy5kZWNlbnRyYWxpemVkLWNvbnRlbnQuY29tL2lwZnMvYmFmeWJlaWd1cXZ4YjN6eXRucng0ZHVvZHh3bm01dnFoaTVwM283djd4YWc2amF3aWhieHYyYmpzNXU=,image/png,(No text found)
R3JhcGhRTFpvcmEyMFRva2VuOkJBU0UtTUFJTk5FVC4weDAzMWVlM2YxZjA3MjAzNDdmZjc0MzkzNjVlODQ3ZjQ0OWQ0OTVkZGE=,0x031ee3f1f0720347ff7439365e847f449d495dda,The Cost of Ignorance,The Cost of Ignorance,"Knowledge prints money. If you don’t know how to make $1M, you’re down $950K a year. 🤷‍♂️",https://media.decentralized-content.com/-/rs:fit:1200:1200/f:best/aHR0cHM6Ly9tYWdpYy5kZWNlbnRyYWxpemVkLWNvbnRlbnQuY29tL2lwZnMvYmFmeWJlaWZqd21kZDNleXlmcmRobXEzd3N1d2J0YWhpZjNpbWs2dWVvcG54NHR2b2RsaTVlY3ljdXU=,video/mp4,(No text found)
R3JhcGhRTFpvcmEyMFRva2VuOkJBU0UtTUFJTk5FVC4weDAzMjliZGU4M2U0ZmJiMGJjZWIwNTYxOGM5NDliOGVkOTcxYTY5Nzc=,0x0329bde83e4fbb0bceb05618c949b8ed971a6977,Y-Monadtrain,Y-Monadtrain,,https://media.decentralized-content.com/-/rs:fit:1200:1200/f:best/aHR0cHM6Ly9tYWdpYy5kZWNlbnRyYWxpemVkLWNvbnRlbnQuY29tL2lwZnMvYmFmeWJlaWV2aHJpZzRnZmE1YWl6Nndld3prN3Z5eDQybHl2Ym94NHBrbGlzNmw2MmpoZHNkemFsd3E=,image/jpeg,resnani
